# started_at=2025-12-14T19:04:55+03:00
# cmd: sar -b 1
# app_pid=7559

Linux 6.1.0-35-amd64 (WL-c5bd0aca) 	12/14/2025 	_x86_64_	(12 CPU)

07:04:55 PM       tps      rtps      wtps      dtps   bread/s   bwrtn/s   bdscd/s
07:16:59 PM  15285.00   5802.00   9483.00      0.00 481984.00 138600.00      0.00
07:17:00 PM   5835.00   3673.00   2162.00      0.00 267736.00  40672.00      0.00
07:17:01 PM   4451.00   3645.00    806.00      0.00 366080.00  27256.00      0.00
07:17:02 PM   4625.00   3658.00    967.00      0.00 333264.00  23816.00      0.00
07:17:03 PM   6310.00   5021.00   1289.00      0.00 453688.00  26216.00      0.00
07:17:04 PM   5310.00   4580.00    730.00      0.00 448720.00  24776.00      0.00
07:17:05 PM  21743.00  20829.00    914.00      0.00 1881360.00  20944.00      0.00
07:17:06 PM  28930.00  28043.00    887.00      0.00 2564152.00  17128.00      0.00
07:17:07 PM  34706.93  34092.08    614.85      0.00 2931532.67  11263.37      0.00
07:17:08 PM  40770.00  40523.00    247.00      0.00 3284232.00   2752.00      0.00
07:17:09 PM  38548.00  38081.00    467.00      0.00 3287832.00   4560.00      0.00
07:17:10 PM  38616.83  38314.85    301.98      0.00 3464340.59   3897.03      0.00
07:17:11 PM  35856.00  35590.00    266.00      0.00 3146672.00   2856.00      0.00
07:17:12 PM  39368.32  39090.10    278.22      0.00 3029156.44   4348.51      0.00
07:17:13 PM  33930.30  33766.67    163.64      0.00 3566965.66   1325.25      0.00
07:17:14 PM  32266.67  32198.04     68.63      0.00 3653058.82    611.76      0.00
07:17:15 PM  33325.00  33275.00     50.00      0.00 3688736.00    424.00      0.00
07:17:16 PM  31410.00  31388.00     22.00      0.00 3576808.00    176.00      0.00
07:17:17 PM  29982.18  29962.38     19.80      0.00 3446962.38    166.34      0.00
07:17:18 PM  28646.00  28605.00     41.00      0.00 3296680.00    344.00      0.00
07:17:19 PM  32546.00  32396.00    150.00      0.00 3500608.00   2024.00      0.00
07:17:20 PM  32700.00  32598.02    101.98      0.00 3602637.62    823.76      0.00
07:17:21 PM  32011.00  31959.00     52.00      0.00 3589304.00    432.00      0.00
07:17:22 PM  32876.24  32826.73     49.50      0.00 3641600.00    403.96      0.00
07:17:23 PM  31437.37  31336.36    101.01      0.00 3569244.44   1155.56      0.00
07:17:24 PM  30603.00  30536.00     67.00      0.00 3514944.00    656.00      0.00
07:17:25 PM  30906.93  30866.34     40.59      0.00 3573021.78    324.75      0.00
07:17:26 PM  30878.00  30811.00     67.00      0.00 3547432.00    632.00      0.00
07:17:27 PM  28490.10  28464.36     25.74      0.00 3441148.51    213.86      0.00
07:17:28 PM  28289.11  28234.65     54.46      0.00 3375881.19    586.14      0.00
07:17:29 PM  30069.31  30009.90     59.41      0.00 3489045.54    530.69      0.00
07:17:30 PM  30620.00  30579.00     41.00      0.00 3568312.00    360.00      0.00
07:17:31 PM  28799.03  28771.84     27.18      0.00 3442011.65    233.01      0.00
07:17:32 PM  29466.67  29442.42     24.24      0.00 3465131.31    202.02      0.00
07:17:33 PM  29244.00  29215.00     29.00      0.00 3492032.00    240.00      0.00
07:17:34 PM  30215.84  30194.06     21.78      0.00 3582344.55    190.10      0.00
07:17:35 PM  30527.72  30471.29     56.44      0.00 3647992.08    499.01      0.00
07:17:36 PM  12479.02  12463.64     15.38      0.00 1521773.43    134.27      0.00
07:17:37 PM  24437.93  24310.34    127.59      0.00 2853048.28   1172.41      0.00
07:17:38 PM  30533.00  30491.00     42.00      0.00 3619688.00    416.00      0.00
07:17:39 PM  31273.00  31237.00     36.00      0.00 3653408.00    296.00      0.00
07:17:40 PM  30919.61  30865.69     53.92      0.00 3626956.86    517.65      0.00
07:17:41 PM  30095.00  30047.00     48.00      0.00 3590872.00    408.00      0.00
07:17:42 PM  30054.46  30021.78     32.67      0.00 3601687.13    285.15      0.00
07:17:43 PM  14127.19  14106.14     21.05      0.00 1700582.46    175.44      0.00
07:17:44 PM  17065.91  17038.64     27.27      0.00 2063500.00    218.18      0.00
07:17:45 PM  30229.00  30154.00     75.00      0.00 3560384.00    624.00      0.00
07:17:46 PM  30702.94  30649.02     53.92      0.00 3609050.98    690.20      0.00
07:17:47 PM  30287.00  30261.00     26.00      0.00 3600000.00    216.00      0.00
07:17:48 PM  30709.90  30667.33     42.57      0.00 3626392.08    356.44      0.00
07:17:49 PM  10281.36  10264.41     16.95      0.00 1340000.00    142.37      0.00
07:17:50 PM  19920.24  19854.76     65.48      0.00 2492257.14    571.43      0.00
07:17:51 PM  28975.00  28865.00    110.00      0.00 3489936.00   1000.00      0.00
07:17:52 PM  29656.00  29623.00     33.00      0.00 3559024.00    280.00      0.00
07:17:53 PM  30290.65  30196.26     94.39      0.00 3649368.22   1039.25      0.00
07:17:54 PM  29961.70  29863.83     97.87      0.00 3548127.66    936.17      0.00
07:17:55 PM  29481.73  29418.27     63.46      0.00 3522700.00    515.38      0.00
07:17:56 PM  30296.94  30233.67     63.27      0.00 3593583.67    906.12      0.00
07:17:57 PM  29296.08  29208.82     87.25      0.00 3503160.78   1137.25      0.00
07:17:58 PM  30382.83  30356.57     26.26      0.00 3523410.10    218.18      0.00
07:17:59 PM  30816.00  30760.00     56.00      0.00 3612568.00    576.00      0.00
07:18:00 PM  29530.39  29503.92     26.47      0.00 3498980.39    235.29      0.00
07:18:01 PM  29191.00  29096.00     95.00      0.00 3457448.00   1152.00      0.00
07:18:02 PM  27560.40  27514.85     45.54      0.00 3373394.06    380.20      0.00
07:18:03 PM  26533.00  26424.00    109.00      0.00 3278944.00   1064.00      0.00
07:18:04 PM  26861.39  26786.14     75.25      0.00 3256095.05    625.74      0.00
07:18:05 PM  28415.31  28355.10     60.20      0.00 3286685.71    546.94      0.00
07:18:06 PM  27972.90  27926.17     46.73      0.00 3390198.13    381.31      0.00
07:18:07 PM  27540.21  27458.76     81.44      0.00 3231381.44    725.77      0.00
07:18:08 PM  28865.69  28835.29     30.39      0.00 3379498.04    250.98      0.00
07:18:09 PM  29804.00  29730.00     74.00      0.00 3466800.00    856.00      0.00
07:18:10 PM  29483.17  29427.72     55.45      0.00 3540934.65    554.46      0.00
07:18:11 PM  29938.61  29902.97     35.64      0.00 3545489.11    300.99      0.00
07:18:12 PM  30071.29  30036.63     34.65      0.00 3498368.32    285.15      0.00
07:18:13 PM  29547.06  29446.08    100.98      0.00 3429427.45    839.22      0.00
07:18:14 PM  30642.20  30608.26     33.94      0.00 3520110.09    278.90      0.00
07:18:15 PM  30533.68  30476.84     56.84      0.00 3504926.32    463.16      0.00
07:18:16 PM  31448.04  31350.98     97.06      0.00 3631278.43    831.37      0.00
07:18:17 PM  30887.13  30827.72     59.41      0.00 3617520.79    712.87      0.00
07:18:18 PM  30085.29  30030.39     54.90      0.00 3530494.12    454.90      0.00
07:18:20 PM  15286.34  15260.49     25.85      0.00 1908667.32    206.83      0.00
07:18:21 PM  29842.57  29762.38     80.20      0.00 3509948.51    657.43      0.00
07:18:22 PM  30021.00  29982.00     39.00      0.00 3579144.00    320.00      0.00
07:18:23 PM  29451.00  29423.00     28.00      0.00 3479496.00    240.00      0.00
07:18:24 PM  29106.86  29043.14     63.73      0.00 3399066.67    627.45      0.00
07:18:25 PM  27701.74  27648.70     53.04      0.00 3345488.70    424.35      0.00
07:18:27 PM  13443.24  13409.19     34.05      0.00 1661932.97    289.73      0.00
07:18:28 PM  29519.80  29460.40     59.41      0.00 3434930.69    625.74      0.00
07:18:29 PM  29013.13  28914.14     98.99      0.00 3485478.79    800.00      0.00
07:18:30 PM  28155.34  28091.26     64.08      0.00 3380419.42    528.16      0.00
07:18:31 PM  28962.00  28926.00     36.00      0.00 3472208.00    288.00      0.00
07:18:32 PM  29306.00  29202.00    104.00      0.00 3517936.00    848.00      0.00
07:18:33 PM  28981.00  28901.00     80.00      0.00 3417944.00    776.00      0.00
07:18:34 PM  29773.00  29743.00     30.00      0.00 3534760.00    280.00      0.00
07:18:35 PM  30409.00  30335.00     74.00      0.00 3577328.00    768.00      0.00
07:18:36 PM  30332.00  30303.00     29.00      0.00 3567016.00    256.00      0.00
07:18:37 PM  27096.88  27028.91     67.97      0.00 3215900.00    681.25      0.00
07:18:39 PM  16055.31  16012.29     43.02      0.00 1964017.88    357.54      0.00
07:18:40 PM  31033.00  30972.00     61.00      0.00 3610888.00    552.00      0.00
07:18:41 PM  30006.06  29940.40     65.66      0.00 3490432.32    557.58      0.00
07:18:42 PM  30310.89  30239.60     71.29      0.00 3460538.61    641.58      0.00
07:18:43 PM  30520.00  30444.00     76.00      0.00 3488576.00    616.00      0.00
07:18:44 PM  30523.53  30462.75     60.78      0.00 3506329.41    494.12      0.00
07:18:45 PM  29564.65  29377.78    186.87      0.00 3383264.65   1624.24      0.00
07:18:46 PM  33915.84  33299.01    616.83      0.00 3394392.08   5734.65      0.00
07:18:47 PM  11471.32  11402.94     68.38      0.00 1115488.24    611.76      0.00
07:18:52 PM  11082.78  11009.13     73.65      0.00 1009643.15    605.81      0.00
07:18:53 PM  30604.63  30348.15    256.48      0.00 2837288.89   2074.07      0.00
07:18:54 PM  11117.89  11061.05     56.84      0.00 987141.05    480.00      0.00
07:18:55 PM  32179.59  31884.69    294.90      0.00 2849118.37   2522.45      0.00
07:18:56 PM  35850.98  35499.02    351.96      0.00 3300023.53   2776.47      0.00
07:18:57 PM  33350.50  32988.12    362.38      0.00 3066788.12   3033.66      0.00
07:18:58 PM  34687.88  34326.26    361.62      0.00 3312298.99   3022.22      0.00
07:18:59 PM  33346.53  33003.96    342.57      0.00 3258067.33   2732.67      0.00
07:19:00 PM  32927.72  32369.31    558.42      0.00 3176902.97   4467.33      0.00
07:19:01 PM  32776.24  32428.71    347.52      0.00 3313362.38   2970.30      0.00
07:19:02 PM  24150.94  23852.83    298.11      0.00 2605441.51   2528.30      0.00
07:19:04 PM  18451.27  18260.41    190.86      0.00 1755569.54   1514.72      0.00
07:19:05 PM  33337.76  32892.86    444.90      0.00 2989673.47   3461.22      0.00
07:19:06 PM  29840.59  29200.00    640.59      0.00 2904166.34   5021.78      0.00
07:19:07 PM  29482.18  28859.41    622.77      0.00 2970954.46   4982.18      0.00
07:19:08 PM  30685.00  30164.00    521.00      0.00 3021376.00   4136.00      0.00
07:19:09 PM  32222.00  31823.00    399.00      0.00 2958408.00   3024.00      0.00
07:19:10 PM  30977.00  30574.00    403.00      0.00 3003536.00   3144.00      0.00
07:19:11 PM  32454.46  32003.96    450.50      0.00 3033306.93   3508.91      0.00
07:19:13 PM  31897.00  31379.00    518.00      0.00 2972512.00   4112.00      0.00
07:19:14 PM  32776.24  32331.68    444.55      0.00 2862502.97   3453.47      0.00
07:19:15 PM  28157.94  27815.89    342.06      0.00 2565914.02   2706.54      0.00
07:19:16 PM  14598.95  14466.32    132.63      0.00 1304033.68   1178.95      0.00
07:19:17 PM  29806.93  29597.03    209.90      0.00 2613869.31   1766.34      0.00
07:19:18 PM  33401.01  33119.19    281.82      0.00 3146052.53   2416.16      0.00
07:19:19 PM  31067.00  30954.00    113.00      0.00 3276456.00    992.00      0.00
07:19:20 PM  30752.48  30634.65    117.82      0.00 3076087.13   1560.40      0.00
07:19:21 PM  31130.00  30978.00    152.00      0.00 3096064.00   1504.00      0.00
07:19:22 PM  31161.39  31079.21     82.18      0.00 3191643.56    752.48      0.00
07:19:23 PM  31421.78  31331.68     90.10      0.00 3309378.22    926.73      0.00
07:19:24 PM  32212.12  32158.59     53.54      0.00 3430917.17    412.12      0.00
07:19:25 PM  33040.00  33006.00     34.00      0.00 3469272.00    288.00      0.00
07:19:26 PM  34071.00  34006.00     65.00      0.00 3443000.00    800.00      0.00
07:19:27 PM  32487.00  32438.00     49.00      0.00 3430848.00    560.00      0.00
07:19:28 PM  33024.75  32962.38     62.38      0.00 3410011.88    514.85      0.00
07:19:29 PM  33688.00  33634.00     54.00      0.00 3434360.00    480.00      0.00
07:19:30 PM  31936.63  31904.95     31.68      0.00 3491936.63    261.39      0.00
07:19:31 PM  33963.00  33853.00    110.00      0.00 3426248.00    968.00      0.00
07:19:32 PM  34407.00  34291.00    116.00      0.00 3402576.00   1048.00      0.00
07:19:33 PM  33854.46  33807.92     46.53      0.00 3483192.08    380.20      0.00
07:19:34 PM  32990.00  32922.00     68.00      0.00 3337984.00    744.00      0.00
07:19:35 PM  34685.00  34630.00     55.00      0.00 3373192.00    944.00      0.00
07:19:36 PM  34465.35  34374.26     91.09      0.00 3301821.78    863.37      0.00
07:19:37 PM  34583.00  34524.00     59.00      0.00 3402680.00    568.00      0.00
07:19:38 PM  33409.00  33342.00     67.00      0.00 3324736.00    616.00      0.00
07:19:39 PM  31881.00  31684.00    197.00      0.00 3255344.00   1648.00      0.00
07:19:40 PM  33718.81  33592.08    126.73      0.00 3237235.64   1093.07      0.00
07:19:41 PM  32405.94  32326.73     79.21      0.00 3237370.30    784.16      0.00
07:19:42 PM  31289.00  31102.00    187.00      0.00 3189512.00   1592.00      0.00
07:19:43 PM  32049.00  31925.00    124.00      0.00 3286264.00   1152.00      0.00
07:19:44 PM  32333.00  32119.00    214.00      0.00 3334224.00   1816.00      0.00
07:19:45 PM  32511.88  32435.64     76.24      0.00 3511326.73    855.45      0.00
07:19:46 PM  32360.00  32247.00    113.00      0.00 3377704.00    920.00      0.00
07:19:47 PM  31876.00  31746.00    130.00      0.00 3336384.00   1104.00      0.00
07:19:48 PM  24646.15  24500.96    145.19      0.00 2565200.00   1230.77      0.00
07:19:49 PM  10168.00  10152.00     16.00      0.00 1063416.00    128.00      0.00
07:19:50 PM  30613.40  30542.27     71.13      0.00 3140841.24    593.81      0.00
07:19:51 PM  31239.60  31053.47    186.14      0.00 3342178.22   1536.63      0.00
07:19:52 PM  30598.00  30238.00    360.00      0.00 3255288.00   3464.00      0.00
07:19:53 PM  31723.00  31548.00    175.00      0.00 3456288.00   1472.00      0.00
07:19:54 PM  32059.00  31876.00    183.00      0.00 3378920.00   1704.00      0.00
07:19:55 PM  32475.25  32310.89    164.36      0.00 3257029.70   1394.06      0.00
07:19:56 PM  31896.00  31772.00    124.00      0.00 3323072.00   1240.00      0.00
07:19:57 PM  31202.97  31084.16    118.81      0.00 3354384.16   1386.14      0.00
07:19:58 PM  24732.08  24640.57     91.51      0.00 2770015.09    762.26      0.00
07:20:00 PM  21172.22  21127.27     44.95      0.00 2184674.75    488.89      0.00
07:20:01 PM  32068.00  31993.00     75.00      0.00 3463840.00    704.00      0.00
07:20:02 PM  31063.00  30972.00     91.00      0.00 3295712.00    760.00      0.00
07:20:03 PM  30910.00  30686.00    224.00      0.00 3334024.00   2424.00      0.00
07:20:04 PM  31769.31  31610.89    158.42      0.00 3083184.16   1370.30      0.00
07:20:05 PM  34475.00  34275.00    200.00      0.00 3266008.00   2536.00      0.00
07:20:06 PM  33525.74  33282.18    243.56      0.00 3285742.57   1972.28      0.00
07:20:07 PM  34962.63  34621.21    341.41      0.00 3144428.28   3062.63      0.00
07:20:08 PM  32948.00  32838.00    110.00      0.00 2987704.00   1008.00      0.00
07:20:09 PM  23983.02  23825.47    157.55      0.00 2517486.79   1750.94      0.00
07:20:10 PM  13516.04  13491.51     24.53      0.00 1238800.00    211.32      0.00
07:20:11 PM  32127.17  32013.04    114.13      0.00 3193565.22    930.43      0.00
07:20:12 PM  31076.00  30883.00    193.00      0.00 3292104.00   1560.00      0.00
07:20:13 PM  33104.00  32944.00    160.00      0.00 3270728.00   1320.00      0.00
07:20:14 PM  31686.14  31564.36    121.78      0.00 3286186.14   1005.94      0.00
07:20:15 PM  31775.25  31639.60    135.64      0.00 3275057.43   1520.79      0.00
07:20:16 PM  34153.00  33991.00    162.00      0.00 3235304.00   1344.00      0.00
07:20:17 PM  30356.86  30270.59     86.27      0.00 2802705.88    690.20      0.00
07:20:18 PM  27579.00  27555.00     24.00      0.00 2357400.00    200.00      0.00
07:20:19 PM  28732.00  28676.00     56.00      0.00 2464160.00    584.00      0.00
07:20:20 PM  20341.03  20321.37     19.66      0.00 1842119.66    164.10      0.00
07:20:21 PM   9936.26   9934.07      2.20      0.00 942567.03     17.58      0.00
07:20:22 PM  15217.20  15191.40     25.81      0.00 1308240.86    223.66      0.00
07:20:23 PM  29331.63  29294.90     36.73      0.00 2311330.61    302.04      0.00
07:20:24 PM  28130.69  28077.23     53.47      0.00 2426344.55    522.77      0.00
07:20:25 PM  28290.38  28282.69      7.69      0.00 2451138.46     61.54      0.00
07:20:26 PM  26508.00  26473.00     35.00      0.00 2295184.00    312.00      0.00
07:20:27 PM  27032.32  27003.03     29.29      0.00 2446561.62    242.42      0.00
07:20:28 PM  26803.88  26793.20     10.68      0.00 2384598.06     85.44      0.00
07:20:29 PM  27706.19  27638.14     68.04      0.00 2361657.73    626.80      0.00
07:20:30 PM  26353.40  26330.10     23.30      0.00 2413646.60    194.17      0.00
07:20:31 PM  26203.09  26173.20     29.90      0.00 2388692.78    272.16      0.00
07:20:32 PM  27946.08  27867.65     78.43      0.00 2421490.20    721.57      0.00
07:20:33 PM  27145.10  27115.69     29.41      0.00 2362705.88    235.29      0.00
07:20:34 PM  27991.09  27964.36     26.73      0.00 2377219.80    237.62      0.00
07:20:35 PM  28304.00  28284.00     20.00      0.00 2401736.00    168.00      0.00
07:20:36 PM  26348.00  26323.00     25.00      0.00 2322248.00    216.00      0.00
07:20:37 PM  29849.00  29790.00     59.00      0.00 2427688.00    536.00      0.00
07:20:38 PM  26959.05  26937.14     21.90      0.00 2362819.05    182.86      0.00
07:20:39 PM  29441.84  29422.45     19.39      0.00 2349951.02    155.10      0.00
07:20:40 PM  26546.94  26519.39     27.55      0.00 2337877.55    244.90      0.00
07:20:41 PM  26796.12  26716.50     79.61      0.00 2302213.59    761.17      0.00
07:20:42 PM  24588.42  24543.16     45.26      0.00 2434113.68    378.95      0.00
07:20:43 PM  19989.11  19950.50     38.61      0.00 2537108.91    316.83      0.00
07:20:44 PM  21857.84  21768.63     89.22      0.00 2478870.59    956.86      0.00
07:20:45 PM  26948.48  26914.14     34.34      0.00 2260121.21    290.91      0.00
07:20:46 PM  28907.14  28877.55     29.59      0.00 2323216.33    236.73      0.00
07:20:47 PM  19587.12  19571.21     15.91      0.00 1670357.58    127.27      0.00
07:20:49 PM  13730.73  13692.74     37.99      0.00 1165036.87    388.83      0.00
07:20:50 PM  27531.43  27498.10     33.33      0.00 2358712.38    274.29      0.00
07:20:51 PM  28203.88  28134.95     68.93      0.00 2376396.12    722.33      0.00
07:20:52 PM  27025.25  26992.93     32.32      0.00 2302917.17    258.59      0.00
07:20:53 PM  26242.27  26213.40     28.87      0.00 2319381.44    255.67      0.00
07:20:54 PM  27492.31  27481.73     10.58      0.00 2324184.62     84.62      0.00
07:20:55 PM  21001.04  20832.29    168.75      0.00 1879266.67   1675.00      0.00
07:20:56 PM  16559.41  16271.29    288.12      0.00 1504221.78   3041.58      0.00
07:20:57 PM  17095.00  16706.00    389.00      0.00 1503312.00  10768.00      0.00
07:20:58 PM  17005.00  16602.00    403.00      0.00 1531312.00   5056.00      0.00
07:20:59 PM  16474.00  16235.00    239.00      0.00 1528848.00   2088.00      0.00
07:21:00 PM  14921.78  14630.69    291.09      0.00 1454732.67   2526.73      0.00
07:21:01 PM  15709.00  15390.00    319.00      0.00 1446464.00   6176.00      0.00
07:21:02 PM  16630.69  16424.75    205.94      0.00 1437829.70   1774.26      0.00
07:21:03 PM  15334.00  15128.00    206.00      0.00 1412368.00   2432.00      0.00
07:21:04 PM  15796.04  15462.38    333.66      0.00 1394772.28   2914.85      0.00
07:21:05 PM  14949.00  14401.00    548.00      0.00 1318992.00  18528.00      0.00
07:21:06 PM  15336.00  15034.00    302.00      0.00 1369976.00   8720.00      0.00
07:21:07 PM  14218.00  13354.00    864.00      0.00 1246000.00   7360.00      0.00
07:21:08 PM  14190.00  13270.00    920.00      0.00 1272144.00   7752.00      0.00
07:21:09 PM  14090.10  12954.46   1135.64      0.00 1254289.11   9790.10      0.00
07:21:10 PM  13381.00  12816.00    565.00      0.00 1325656.00   4776.00      0.00
07:21:11 PM  13447.00  13165.00    282.00      0.00 1338232.00   2448.00      0.00
07:21:12 PM  14164.00  13504.00    660.00      0.00 1306792.00   6232.00      0.00
07:21:13 PM  13249.50  12718.81    530.69      0.00 1381877.23   4966.34      0.00
07:21:14 PM  13732.00  13147.00    585.00      0.00 1362120.00   4976.00      0.00
07:21:15 PM  13864.00  13237.00    627.00      0.00 1315072.00   5216.00      0.00
07:21:16 PM  15711.00  11262.00   4449.00      0.00 1074304.00 116872.00      0.00
07:21:17 PM  15970.00  13161.00   2809.00      0.00 1272832.00  29600.00      0.00
07:21:18 PM  16708.00  10383.00   6325.00      0.00 910320.00  57216.00      0.00
07:21:19 PM  23050.00  10633.00  12417.00      0.00 575032.00 150648.00      0.00
07:21:20 PM  21133.00   7308.00  13825.00      0.00 611304.00 131160.00      0.00
07:21:21 PM  20196.00   9441.00  10755.00      0.00 544224.00  99288.00      0.00
07:21:22 PM  19373.00   8917.00  10456.00      0.00 417696.00 109464.00      0.00
07:21:23 PM  16317.00   9269.00   7048.00      0.00 684120.00  66808.00      0.00
07:21:24 PM  16802.97   7779.21   9023.76      0.00 513655.45  85401.98      0.00
07:21:25 PM   9762.00   7666.00   2096.00      0.00 652856.00  23624.00      0.00
07:21:26 PM  13421.00  12546.00    875.00      0.00 1073024.00  10912.00      0.00
07:21:27 PM  16284.00  15840.00    444.00      0.00 1464602.00  38272.00      0.00
07:21:28 PM  16319.00  15844.00    475.00      0.00 1596698.00   5184.00      0.00
07:21:29 PM  17247.52  16606.93    640.59      0.00 1732641.58   5758.42      0.00
07:21:30 PM  20095.00  19706.00    389.00      0.00 2190176.00   3144.00      0.00
07:21:31 PM  19916.00  19735.00    181.00      0.00 2056848.00   1824.00      0.00
07:21:32 PM  23582.18  23434.65    147.52      0.00 1940839.60   1504.95      0.00
07:21:33 PM  21754.55  21612.12    142.42      0.00 1980444.44   1373.74      0.00
07:21:34 PM  20400.00  20036.63    363.37      0.00 1995572.28   3001.98      0.00
07:21:35 PM  21649.00  21310.00    339.00      0.00 1998368.00   3200.00      0.00
07:21:36 PM  20818.81  20710.89    107.92      0.00 2150518.81   1077.23      0.00
07:21:37 PM  11641.23  11611.40     29.82      0.00 1309073.68    238.60      0.00
07:21:38 PM   6416.13   6391.40     24.73      0.00 663406.45    197.85      0.00
07:21:39 PM  19598.98  19523.47     75.51      0.00 2046710.20    742.86      0.00
07:21:40 PM  22380.20  22313.86     66.34      0.00 2443809.90    609.90      0.00
07:21:41 PM  24275.00  24226.92     48.08      0.00 2488038.46    392.31      0.00
07:21:42 PM  22687.76  22661.22     26.53      0.00 2410604.08    228.57      0.00
07:21:43 PM  24526.00  24497.00     29.00      0.00 2472384.00    248.00      0.00
07:21:44 PM  25150.00  25108.82     41.18      0.00 2600650.98    329.41      0.00
07:21:45 PM  25945.00  25909.00     36.00      0.00 2520664.00    392.00      0.00
07:21:46 PM  25005.00  24972.00     33.00      0.00 2429280.00    296.00      0.00
07:21:47 PM  24817.31  24715.38    101.92      0.00 2525269.23    930.77      0.00
07:21:48 PM  22659.38  22632.29     27.08      0.00 2363500.00    216.67      0.00
07:21:49 PM  25871.00  25816.00     55.00      0.00 2486632.00    536.00      0.00
07:21:50 PM  24088.24  24051.96     36.27      0.00 2391466.67    360.78      0.00
07:21:51 PM  26152.00  26129.00     23.00      0.00 2386536.00    200.00      0.00
07:21:52 PM  27893.14  27865.69     27.45      0.00 2509764.71    235.29      0.00
07:21:53 PM  26225.00  26203.00     22.00      0.00 2504280.00    184.00      0.00
07:21:54 PM  27519.80  27456.44     63.37      0.00 2459097.03    594.06      0.00
07:21:55 PM  27844.55  27740.59    103.96      0.00 2437457.43    831.68      0.00
07:21:56 PM  16289.60  16240.00     49.60      0.00 1624441.60    409.60      0.00
07:21:58 PM  13643.89  13618.33     25.56      0.00 1288044.44    204.44      0.00
07:21:59 PM  25082.18  24971.29    110.89      0.00 2425021.78    982.18      0.00
07:22:00 PM  24009.09  23865.66    143.43      0.00 2379111.11   1284.85      0.00
07:22:01 PM  10438.83  10349.51     89.32      0.00 1198213.59    815.53      0.00
07:22:02 PM   6449.48   6358.76     90.72      0.00 668065.98    882.47      0.00
07:22:03 PM  16652.48  16274.26    378.22      0.00 1634201.98   2954.46      0.00
07:22:04 PM  17481.37  17087.25    394.12      0.00 1688729.41   2964.71      0.00
07:22:05 PM  15901.01  15607.07    293.94      0.00 1616711.11   2327.27      0.00
07:22:06 PM  17038.61  16612.87    425.74      0.00 1720102.97   3944.55      0.00
07:22:07 PM  17522.77  17142.57    380.20      0.00 1729211.88   3033.66      0.00
07:22:08 PM  18107.07  17685.86    421.21      0.00 1678658.59   3200.00      0.00
07:22:09 PM  17651.96  17297.06    354.90      0.00 1722007.84   2784.31      0.00
07:22:10 PM  18684.00  18267.00    417.00      0.00 1676248.00   3192.00      0.00
07:22:11 PM  19928.28  19519.19    409.09      0.00 1829890.91   3167.68      0.00
07:22:12 PM  19928.85  19561.54    367.31      0.00 1853976.92   2892.31      0.00
07:22:13 PM  21358.16  20966.33    391.84      0.00 1847559.18   3077.55      0.00
07:22:14 PM  19296.04  18920.79    375.25      0.00 1697362.38   3073.27      0.00
07:22:15 PM  21148.00  20988.00    160.00      0.00 1948816.00   1800.00      0.00
07:22:16 PM  22792.23  22507.77    284.47      0.00 2165576.70   2322.33      0.00
07:22:17 PM  21053.54  20717.17    336.36      0.00 2055224.24   2812.12      0.00
07:22:18 PM  19382.18  19270.30    111.88      0.00 2121164.36    926.73      0.00
07:22:19 PM  21311.88  21227.72     84.16      0.00 2128435.64    815.84      0.00
07:22:20 PM  19730.30  19657.58     72.73      0.00 2181567.68   1325.25      0.00
07:22:21 PM  18590.20  18487.25    102.94      0.00 1985725.49   1113.73      0.00
07:22:22 PM  20042.00  19989.00     53.00      0.00 2160824.00    432.00      0.00
07:22:23 PM  21500.00  21403.00     97.00      0.00 2196464.00    864.00      0.00
07:22:24 PM  22028.28  21807.07    221.21      0.00 2203951.52   1915.15      0.00
07:22:25 PM  21454.90  21329.41    125.49      0.00 1907984.31   1215.69      0.00
07:22:26 PM  10322.00  10248.00     74.00      0.00 929952.00    672.00      0.00
07:22:27 PM   7541.00   7491.00     50.00      0.00 672768.00    464.00      0.00
07:22:28 PM  19678.22  19474.26    203.96      0.00 1769259.41   2011.88      0.00
07:22:29 PM  20574.00  20237.00    337.00      0.00 1814656.00   2904.00      0.00
07:22:30 PM  18109.00  17873.00    236.00      0.00 1699304.00   2200.00      0.00
07:22:31 PM  18319.80  18000.99    318.81      0.00 1665449.50   2891.09      0.00
07:22:32 PM  17086.14  16872.28    213.86      0.00 1695263.37   2083.17      0.00
07:22:33 PM  18846.00  18700.00    146.00      0.00 1811080.00   1280.00      0.00
07:22:34 PM  17572.55  17435.29    137.25      0.00 1729921.57   1239.22      0.00
07:22:35 PM  17751.00  17628.00    123.00      0.00 1760392.00   1312.00      0.00
07:22:36 PM  18676.77  18548.48    128.28      0.00 1691701.01   1204.04      0.00
07:22:38 PM  18869.31  18766.34    102.97      0.00 1693362.38    974.26      0.00
07:22:39 PM  19358.82  19184.31    174.51      0.00 1681505.88   1505.88      0.00
07:22:40 PM  20552.53  20249.49    303.03      0.00 1773527.27   2618.18      0.00
07:22:41 PM  19009.00  18851.00    158.00      0.00 1696672.00   1336.00      0.00
07:22:42 PM  18762.38  18659.41    102.97      0.00 1689394.06    982.18      0.00
07:22:43 PM  18781.19  18661.39    119.80      0.00 1705251.49   1093.07      0.00
07:22:44 PM  18913.00  18721.00    192.00      0.00 1630608.00   1784.00      0.00
07:22:45 PM  20538.00  20289.00    249.00      0.00 1742848.00   2136.00      0.00
