# started_at=2025-12-14T01:53:18+03:00
# cmd: sar -B 1
# app_pid=1101786

Linux 6.1.0-35-amd64 (WL-c5bd0aca) 	12/14/2025 	_x86_64_	(12 CPU)

01:53:18 AM  pgpgin/s pgpgout/s   fault/s  majflt/s  pgfree/s pgscank/s pgscand/s pgsteal/s    %vmeff
02:16:48 AM      0.00    424.00 112037.00      0.00  90044.00      0.00      0.00      0.00      0.00
02:16:49 AM      0.00   1620.00 143036.00      0.00 505985.00      0.00      0.00      0.00      0.00
02:16:50 AM      0.00    528.00 114693.00      0.00 143699.00      0.00      0.00      0.00      0.00
02:16:51 AM      0.00   1164.00 130213.00      0.00  97495.00      0.00      0.00      0.00      0.00
02:16:52 AM      0.00    460.00 118928.00      0.00  78240.00      0.00      0.00      0.00      0.00
02:16:53 AM      0.00    440.00 107250.00      0.00 106919.00      0.00      0.00      0.00      0.00
02:16:54 AM      0.00   9768.00 107065.00      0.00 123642.00      0.00      0.00      0.00      0.00
02:16:55 AM      0.00   1064.00 109531.00      0.00 122434.00      0.00      0.00      0.00      0.00
02:16:56 AM      0.00    544.00 114790.00      0.00 108361.00      0.00      0.00      0.00      0.00
02:16:57 AM      0.00    693.07 116252.48      0.00  75127.72      0.00      0.00      0.00      0.00
02:16:58 AM      0.00   7756.00 113361.00      0.00 133518.00      0.00      0.00      0.00      0.00
02:16:59 AM      0.00    852.00 115131.00      0.00 116985.00      0.00      0.00      0.00      0.00
02:17:00 AM      0.00   4920.00 105669.00      1.00  87971.00      0.00      0.00      0.00      0.00
02:17:01 AM      0.00   1156.00 135117.00      0.00 248170.00      0.00      0.00      0.00      0.00
02:17:02 AM      0.00    872.00  99880.00      0.00 111968.00      0.00      0.00      0.00      0.00
02:17:03 AM      0.00    904.00 119167.00      0.00 110765.00      0.00      0.00      0.00      0.00
02:17:04 AM      0.00    700.00 101859.00      0.00  99456.00      0.00      0.00      0.00      0.00
02:17:05 AM      0.00   3916.00 113312.00      0.00 136969.00      0.00      0.00      0.00      0.00
02:17:06 AM      0.00    528.00 110537.00      0.00  95711.00      0.00      0.00      0.00      0.00
02:17:07 AM      0.00  19044.00 109292.00      0.00 112056.00      0.00      0.00      0.00      0.00
02:17:08 AM      0.00    464.00 109730.00      0.00 100640.00      0.00      0.00      0.00      0.00
02:17:09 AM      0.00    648.00 101767.00      0.00  91381.00      0.00      0.00      0.00      0.00
02:17:10 AM      0.00   1112.00 121099.00      0.00 126796.00      0.00      0.00      0.00      0.00
02:17:11 AM      0.00   1592.00 128959.00      0.00  89186.00      0.00      0.00      0.00      0.00
02:17:12 AM      0.00   1120.00 111087.00      0.00  81992.00      0.00      0.00      0.00      0.00
02:17:13 AM      0.00   1588.00 115788.00      2.00 143034.00      0.00      0.00      0.00      0.00
02:17:14 AM      0.00    356.00 115442.00      0.00 125578.00      0.00      0.00      0.00      0.00
02:17:15 AM      0.00    460.00 108279.00      0.00 108526.00      0.00      0.00      0.00      0.00
02:17:16 AM      0.00    540.00 121783.00      0.00 119061.00      0.00      0.00      0.00      0.00
02:17:17 AM      0.00    620.00 111472.00      0.00  86198.00      0.00      0.00      0.00      0.00
02:17:18 AM      0.00    308.00 130694.00      0.00 101183.00      0.00      0.00      0.00      0.00
02:17:19 AM      0.00  10156.00 116578.00      0.00 116106.00      0.00      0.00      0.00      0.00
02:17:20 AM      0.00    924.00 120165.00      0.00 124910.00      0.00      0.00      0.00      0.00
02:17:21 AM      0.00    396.00 104914.00      0.00  82736.00      0.00      0.00      0.00      0.00
02:17:22 AM      0.00   1176.00 131339.00      0.00 118643.00      0.00      0.00      0.00      0.00
02:17:23 AM      0.00  15136.00 103103.00      0.00 120605.00      0.00      0.00      0.00      0.00
02:17:24 AM      0.00    192.00 112136.00      0.00 102125.00      0.00      0.00      0.00      0.00
02:17:25 AM      0.00    460.00 114418.00      0.00 118790.00      0.00      0.00      0.00      0.00
02:17:26 AM      0.00    580.00 112028.00      0.00 107287.00      0.00      0.00      0.00      0.00
02:17:27 AM      0.00    376.00 124985.00      0.00 108418.00      0.00      0.00      0.00      0.00
02:17:28 AM      0.00    516.00 109260.00      0.00 115906.00      0.00      0.00      0.00      0.00
02:17:29 AM      0.00    444.00 139991.00      0.00 110843.00      0.00      0.00      0.00      0.00
02:17:30 AM      0.00    436.00 114444.00      0.00 124078.00      0.00      0.00      0.00      0.00
02:17:31 AM      0.00    388.00 103673.00      0.00 101777.00      0.00      0.00      0.00      0.00
02:17:32 AM      0.00    504.00 122448.00      0.00 509783.00      0.00      0.00      0.00      0.00
02:17:33 AM      0.00    632.00 108610.00      0.00 104722.00      0.00      0.00      0.00      0.00
02:17:34 AM      0.00    332.00 143421.00      0.00  87342.00      0.00      0.00      0.00      0.00
02:17:35 AM      0.00    400.00 111634.00      0.00  82137.00      0.00      0.00      0.00      0.00
02:17:36 AM      0.00    548.00 130861.00      0.00 152972.00      0.00      0.00      0.00      0.00
02:17:37 AM      0.00    344.00 117772.00      0.00 143776.00      0.00      0.00      0.00      0.00
02:17:38 AM      0.00  18808.00 108150.00      0.00 102366.00      0.00      0.00      0.00      0.00
02:17:39 AM      0.00    668.00 134213.00      0.00 100046.00      0.00      0.00      0.00      0.00
02:17:40 AM      0.00    400.00 129846.00      0.00 111998.00      0.00      0.00      0.00      0.00
02:17:41 AM      0.00    396.00 120870.00      0.00 127231.00      0.00      0.00      0.00      0.00
02:17:42 AM      0.00    612.00 129079.00      0.00 244304.00      0.00      0.00      0.00      0.00
02:17:43 AM      0.00   7096.00 103818.00      0.00  98867.00      0.00      0.00      0.00      0.00
02:17:44 AM      0.00    420.00 126425.00      0.00 128330.00      0.00      0.00      0.00      0.00
02:17:45 AM      0.00   1092.00 118125.00      0.00 115483.00      0.00      0.00      0.00      0.00
02:17:46 AM      0.00    228.00 136630.00      0.00 110115.00      0.00      0.00      0.00      0.00
02:17:47 AM      0.00    504.00 112040.00      0.00 114166.00      0.00      0.00      0.00      0.00
02:17:48 AM      0.00    980.00 144393.00      0.00  93589.00      0.00      0.00      0.00      0.00
02:17:49 AM      0.00   3216.00 125859.00      0.00  96934.00      0.00      0.00      0.00      0.00
02:17:50 AM      0.00    528.00 123683.00      0.00 152787.00      0.00      0.00      0.00      0.00
02:17:51 AM      0.00    648.00 113544.00      0.00 124745.00      0.00      0.00      0.00      0.00
02:17:52 AM      0.00    444.00 113107.00      0.00 107314.00      0.00      0.00      0.00      0.00
02:17:53 AM      0.00    364.00 114097.00      0.00  79184.00      0.00      0.00      0.00      0.00
02:17:54 AM      0.00    728.00 117203.00      0.00 124091.00      0.00      0.00      0.00      0.00
02:17:55 AM      0.00  10412.00 107775.00      0.00 100334.00      0.00      0.00      0.00      0.00
02:17:56 AM      0.00    444.00 112340.00      0.00 110230.00      0.00      0.00      0.00      0.00
02:17:57 AM      0.00    500.00 127010.00      0.00  97075.00      0.00      0.00      0.00      0.00
02:17:58 AM      0.00   1068.00 109541.00      0.00 110687.00      0.00      0.00      0.00      0.00
02:17:59 AM      0.00   1976.00 108898.00      0.00  91997.00      0.00      0.00      0.00      0.00
02:18:00 AM      0.00    656.00 119517.00      0.00  98582.00      0.00      0.00      0.00      0.00
02:18:01 AM      0.00    228.00 112982.00      0.00 149464.00      0.00      0.00      0.00      0.00
02:18:02 AM      0.00    700.00 101823.00      0.00 105484.00      0.00      0.00      0.00      0.00
02:18:03 AM      0.00    416.00 138766.00      0.00  84152.00      0.00      0.00      0.00      0.00
02:18:04 AM      0.00    428.00 115917.00      0.00  81045.00      0.00      0.00      0.00      0.00
02:18:05 AM      0.00   1936.00 120487.00      0.00 131681.00      0.00      0.00      0.00      0.00
02:18:06 AM      0.00    312.00 124741.00      0.00 455901.00      0.00      0.00      0.00      0.00
02:18:07 AM      0.00   1700.00 108211.00      0.00 107382.00      0.00      0.00      0.00      0.00
02:18:08 AM      0.00  17572.00 120617.00      0.00 131166.00      0.00      0.00      0.00      0.00
02:18:09 AM      0.00    732.00 111040.00      0.00 114839.00      0.00      0.00      0.00      0.00
02:18:10 AM      0.00    372.00 128848.00      0.00 106170.00      0.00      0.00      0.00      0.00
02:18:11 AM      0.00    408.00 107986.00      0.00  97584.00      0.00      0.00      0.00      0.00
02:18:12 AM      0.00    760.00 121796.00      0.00 131398.00      0.00      0.00      0.00      0.00
02:18:13 AM      0.00    616.00 107618.00      0.00 102416.00      0.00      0.00      0.00      0.00
02:18:14 AM      0.00    228.00 111016.00      0.00  80783.00      0.00      0.00      0.00      0.00
02:18:15 AM      0.00    632.00 110952.00      0.00 121806.00      0.00      0.00      0.00      0.00
02:18:16 AM      0.00    296.00 113544.00      0.00 111287.00      0.00      0.00      0.00      0.00
02:18:17 AM      0.00   2048.00 133642.00      0.00  79770.00      0.00      0.00      0.00      0.00
02:18:18 AM      0.00    984.00 120140.00      0.00 102693.00      0.00      0.00      0.00      0.00
02:18:19 AM      0.00    884.00 138461.00      0.00 175310.00      0.00      0.00      0.00      0.00
02:18:20 AM      0.00    360.00 105410.00      0.00 107513.00      0.00      0.00      0.00      0.00
02:18:21 AM      0.00    512.00 149132.00      0.00 127720.00      0.00      0.00      0.00      0.00
02:18:22 AM      0.00    552.00 110536.00      0.00 129072.00      0.00      0.00      0.00      0.00
02:18:23 AM      0.00  11964.00 110187.00      0.00  92575.00      0.00      0.00      0.00      0.00
02:18:24 AM      0.00   1040.00 126998.00      0.00  79322.00      0.00      0.00      0.00      0.00
02:18:25 AM      0.00    364.00 124956.00      0.00 137597.00      0.00      0.00      0.00      0.00
02:18:26 AM      0.00    460.00 110632.00      0.00 120748.00      0.00      0.00      0.00      0.00
02:18:27 AM      0.00    600.00 112909.00      0.00  86563.00      0.00      0.00      0.00      0.00
02:18:28 AM      0.00    380.00  99807.00      0.00  85446.00      0.00      0.00      0.00      0.00
02:18:29 AM      0.00   1472.00 119935.00      0.00 113369.00      0.00      0.00      0.00      0.00
02:18:30 AM      0.00    416.00 114007.00      0.00 369635.00      0.00      0.00      0.00      0.00
02:18:31 AM      0.00    536.00 106806.00      0.00 174404.00      0.00      0.00      0.00      0.00
02:18:32 AM      0.00    352.00 145505.00      0.00 116737.00      0.00      0.00      0.00      0.00
02:18:33 AM      0.00    576.00 106349.00      0.00 113667.00      0.00      0.00      0.00      0.00
02:18:34 AM      0.00    420.00 131372.00      0.00  92392.00      0.00      0.00      0.00      0.00
02:18:35 AM      0.00    540.00 107844.00      0.00 115442.00      0.00      0.00      0.00      0.00
02:18:36 AM      0.00    768.00 138177.00      0.00 143171.00      0.00      0.00      0.00      0.00
02:18:37 AM      0.00    336.00 115957.00      0.00 109669.00      0.00      0.00      0.00      0.00
02:18:38 AM      0.00   7504.00 116416.00      0.00 117652.00      0.00      0.00      0.00      0.00
02:18:39 AM      0.00  10784.00 118228.00      0.00 214223.00      0.00      0.00      0.00      0.00
02:18:40 AM      0.00    484.00 117529.00      0.00 122249.00      0.00      0.00      0.00      0.00
02:18:41 AM      0.00    516.00 116520.00      0.00  85663.00      0.00      0.00      0.00      0.00
02:18:42 AM      0.00    392.00 133902.00      0.00  97912.00      0.00      0.00      0.00      0.00
02:18:43 AM      0.00    932.00 109285.00      0.00 129534.00      0.00      0.00      0.00      0.00
02:18:44 AM      0.00   1428.00 126560.00      0.00 135258.00      0.00      0.00      0.00      0.00
02:18:45 AM      0.00    576.00 120357.00      0.00 111057.00      0.00      0.00      0.00      0.00
02:18:46 AM      0.00   1688.00 121305.00      0.00  88581.00      0.00      0.00      0.00      0.00
02:18:47 AM      0.00    420.00 109295.00      0.00 192494.00      0.00      0.00      0.00      0.00
02:18:48 AM      0.00    188.00 101502.00      0.00  92943.00      0.00      0.00      0.00      0.00
02:18:49 AM      0.00    592.00 114244.00      0.00 116995.00      0.00      0.00      0.00      0.00
02:18:50 AM      0.00   2392.00 108793.00      0.00  99323.00      0.00      0.00      0.00      0.00
02:18:51 AM      0.00    432.00 114977.00      0.00 125296.00      0.00      0.00      0.00      0.00
02:18:52 AM      0.00    312.00 100203.00      0.00  77399.00      0.00      0.00      0.00      0.00
02:18:53 AM      0.00    432.00  91752.00      0.00  98344.00      0.00      0.00      0.00      0.00
02:18:54 AM      0.00   7512.00  83737.00      0.00 112099.00      0.00      0.00      0.00      0.00
02:18:55 AM      0.00  10364.00  98234.00      0.00 195363.00      0.00      0.00      0.00      0.00
02:18:56 AM      0.00   1496.00 102775.00      0.00  96709.00      0.00      0.00      0.00      0.00
02:18:57 AM      0.00    860.00 112694.00      0.00  97625.00      0.00      0.00      0.00      0.00
02:18:58 AM      0.00    344.00 110461.00      0.00  76466.00      0.00      0.00      0.00      0.00
02:18:59 AM      0.00    688.00  87697.00      0.00  96170.00      0.00      0.00      0.00      0.00
02:19:00 AM      0.00    724.00  90436.00      0.00  99599.00      0.00      0.00      0.00      0.00
02:19:01 AM      0.00    480.00  86007.00      0.00  83859.00      0.00      0.00      0.00      0.00
02:19:02 AM      0.00    544.00  92505.00      0.00  76726.00      0.00      0.00      0.00      0.00
02:19:03 AM      0.00    436.00  77215.00      0.00 192983.00      0.00      0.00      0.00      0.00
02:19:04 AM      0.00    960.00  90163.00      0.00  93591.00      0.00      0.00      0.00      0.00
02:19:05 AM      0.00    744.00 105714.00      0.00 101752.00      0.00      0.00      0.00      0.00
02:19:06 AM      0.00   2352.00  87024.00      0.00  80985.00      0.00      0.00      0.00      0.00
02:19:07 AM      0.00    640.00  98676.00      0.00 107856.00      0.00      0.00      0.00      0.00
02:19:08 AM      0.00  18236.00  99545.00      0.00 103249.00      0.00      0.00      0.00      0.00
02:19:09 AM      0.00    664.00  90453.00      0.00  92653.00      0.00      0.00      0.00      0.00
02:19:10 AM      0.00    460.00 125192.00      0.00  77791.00      0.00      0.00      0.00      0.00
02:19:11 AM      0.00    756.00  86346.00      0.00 115005.00      0.00      0.00      0.00      0.00
02:19:12 AM      0.00    420.00 116312.00      0.00  90975.00      0.00      0.00      0.00      0.00
02:19:13 AM      0.00   1560.00  81963.00      0.00  94235.00      0.00      0.00      0.00      0.00
02:19:14 AM      0.00    868.00  92026.00      0.00 109744.00      0.00      0.00      0.00      0.00
02:19:15 AM      0.00    412.00  95879.00      0.00  82982.00      0.00      0.00      0.00      0.00
02:19:16 AM      0.00    576.00  78988.00      0.00  83876.00      0.00      0.00      0.00      0.00
02:19:17 AM      0.00    476.00  93836.00      0.00  88361.00      0.00      0.00      0.00      0.00
02:19:18 AM      0.00   1356.00  84650.00      0.00 1461896.00      0.00      0.00      0.00      0.00
02:19:19 AM      0.00   1148.00  87132.00      0.00  81304.00      0.00      0.00      0.00      0.00
02:19:20 AM      0.00    920.00  38789.00      0.00  44169.00      0.00      0.00      0.00      0.00
02:19:21 AM      0.00    516.00  25047.00      0.00  43441.00      0.00      0.00      0.00      0.00
02:19:22 AM      0.00    404.00  51206.00      0.00 234113.00      0.00      0.00      0.00      0.00
02:19:23 AM      0.00    424.00  36328.00      0.00  58494.00      0.00      0.00      0.00      0.00
02:19:24 AM      0.00   2372.00  34518.00      0.00  30927.00      0.00      0.00      0.00      0.00
02:19:25 AM      0.00   1072.00  55527.00      0.00  61942.00      0.00      0.00      0.00      0.00
02:19:26 AM      0.00    688.00  76538.00      0.00  76161.00      0.00      0.00      0.00      0.00
02:19:27 AM      0.00    728.00  46199.00      0.00  50234.00      0.00      0.00      0.00      0.00
02:19:28 AM      0.00    304.00  47627.00      0.00  44055.00      0.00      0.00      0.00      0.00
02:19:29 AM      0.00  23344.00  39736.00      0.00  70377.00      0.00      0.00      0.00      0.00
02:19:30 AM      0.00    632.00  31708.00      0.00  22099.00      0.00      0.00      0.00      0.00
02:19:31 AM      0.00    172.00  34845.00      0.00  47306.00      0.00      0.00      0.00      0.00
02:19:32 AM      0.00    104.00  37076.00      0.00  29336.00      0.00      0.00      0.00      0.00
02:19:33 AM      0.00    360.00  43470.00      0.00  51461.00      0.00      0.00      0.00      0.00
02:19:34 AM      0.00   1244.00  32996.00      0.00  15585.00      0.00      0.00      0.00      0.00
02:19:35 AM      0.00    432.00  38165.00      0.00  54498.00      0.00      0.00      0.00      0.00
02:19:36 AM      0.00    168.00  30880.00      0.00  57217.00      0.00      0.00      0.00      0.00
02:19:37 AM      0.00    268.00  34050.00      0.00  22684.00      0.00      0.00      0.00      0.00
02:19:38 AM      0.00    216.00  53988.00      0.00  79393.00      0.00      0.00      0.00      0.00
02:19:39 AM      0.00    936.00  37778.00      0.00  42762.00      0.00      0.00      0.00      0.00
02:19:40 AM      0.00   1524.00  31955.00      0.00  25003.00      0.00      0.00      0.00      0.00
02:19:41 AM      0.00   5784.00  44066.00      0.00  35935.00      0.00      0.00      0.00      0.00
02:19:42 AM      0.00     68.00  31456.00      0.00  33894.00      0.00      0.00      0.00      0.00
02:19:43 AM      0.00     68.00  45568.00      0.00  50540.00      0.00      0.00      0.00      0.00
02:19:44 AM      0.00   1180.00  67817.00      0.00  47126.00      0.00      0.00      0.00      0.00
02:19:45 AM      0.00    236.00  36442.00      0.00  70733.00      0.00      0.00      0.00      0.00
02:19:46 AM      0.00   2012.00  34590.00      0.00  31019.00      0.00      0.00      0.00      0.00
02:19:47 AM      0.00    196.00  42463.00      0.00  52865.00      0.00      0.00      0.00      0.00
02:19:48 AM      0.00     36.00  29668.00      0.00  24950.00      0.00      0.00      0.00      0.00
02:19:49 AM      0.00    912.00  40581.00      0.00  44769.00      0.00      0.00      0.00      0.00
02:19:50 AM      0.00     36.00  35097.00      0.00  34054.00      0.00      0.00      0.00      0.00
02:19:51 AM      0.00   1528.00  40525.00      0.00  39239.00      0.00      0.00      0.00      0.00
02:19:52 AM      0.00     96.00  38107.00      0.00  23845.00      0.00      0.00      0.00      0.00
02:19:53 AM      0.00     60.00  56694.00      0.00  93356.00      0.00      0.00      0.00      0.00
02:19:54 AM      0.00    384.00  34038.00      0.00  38541.00      0.00      0.00      0.00      0.00
02:19:55 AM      0.00    732.00  52372.00      0.00  54672.00      0.00      0.00      0.00      0.00
02:19:56 AM      0.00   1392.00  31699.00      0.00  48212.00      0.00      0.00      0.00      0.00
02:19:57 AM      0.00    620.00  53568.00      1.00  41387.00      0.00      0.00      0.00      0.00
02:19:58 AM      0.00    540.00  56755.00      0.00  66422.00      0.00      0.00      0.00      0.00
02:19:59 AM      0.00   6708.00  51993.00      0.00  50512.00      0.00      0.00      0.00      0.00
02:20:00 AM      0.00  10208.00  43780.00      0.00  57269.00      0.00      0.00      0.00      0.00
02:20:01 AM      0.00     80.00  40337.00      0.00  26190.00      0.00      0.00      0.00      0.00
02:20:02 AM      0.00   1572.00  45946.00      0.00 105988.00      0.00      0.00      0.00      0.00
02:20:03 AM      0.00    136.00  30420.00      0.00  34414.00      0.00      0.00      0.00      0.00
02:20:04 AM      0.00    348.00  44545.00      0.00  41169.00      0.00      0.00      0.00      0.00
02:20:05 AM      0.00    340.00  35323.00      0.00  40385.00      0.00      0.00      0.00      0.00
02:20:06 AM      0.00    280.00  39616.00      0.00  33762.00      0.00      0.00      0.00      0.00
02:20:07 AM      0.00    640.00  36366.00      0.00  38715.00      0.00      0.00      0.00      0.00
02:20:08 AM      0.00  13228.00  45168.00      0.00  75590.00      0.00      0.00      0.00      0.00
02:20:09 AM      0.00    272.00  31576.00      0.00  33599.00      0.00      0.00      0.00      0.00
02:20:10 AM      0.00    128.00  32070.00      0.00  51771.00      0.00      0.00      0.00      0.00
02:20:11 AM      0.00    748.00  40134.00      0.00  42110.00      0.00      0.00      0.00      0.00
02:20:12 AM      0.00    416.00  41970.00      0.00  24398.00      0.00      0.00      0.00      0.00
02:20:13 AM      0.00    760.00  36677.00      0.00  51026.00      0.00      0.00      0.00      0.00
02:20:14 AM      0.00   2956.00  46719.00      0.00  66989.00      0.00      0.00      0.00      0.00
02:20:15 AM      0.00    860.00  42033.00      0.00  58173.00      0.00      0.00      0.00      0.00
02:20:16 AM      0.00    136.00  30905.00      0.00  41338.00      0.00      0.00      0.00      0.00
02:20:17 AM      0.00    448.00  28705.00      0.00  20343.00      0.00      0.00      0.00      0.00
02:20:18 AM      0.00    184.00  37461.00      0.00  54142.00      0.00      0.00      0.00      0.00
02:20:19 AM      0.00   1016.00  56324.00      0.00  71312.00      0.00      0.00      0.00      0.00
02:20:20 AM      0.00   1280.00  46073.00      0.00  40004.00      0.00      0.00      0.00      0.00
02:20:21 AM      0.00     60.00  30191.00      0.00  35066.00      0.00      0.00      0.00      0.00
02:20:22 AM      0.00    388.00  40861.00      0.00  43536.00      0.00      0.00      0.00      0.00
02:20:23 AM      0.00     68.00  34179.00      0.00  35013.00      0.00      0.00      0.00      0.00
02:20:24 AM      0.00   1796.00  30911.00      0.00  23794.00      0.00      0.00      0.00      0.00
02:20:25 AM      0.00   7176.00  32077.00      0.00  49112.00      0.00      0.00      0.00      0.00
02:20:26 AM      0.00    616.00  45046.00      0.00  44013.00      0.00      0.00      0.00      0.00
02:20:27 AM      0.00    136.00  34511.00      0.00  14179.00      0.00      0.00      0.00      0.00
02:20:28 AM      0.00    304.00  39873.00      0.00  69262.00      0.00      0.00      0.00      0.00
02:20:29 AM      0.00   1768.00  30886.00      0.00  11877.00      0.00      0.00      0.00      0.00
02:20:30 AM      0.00     72.00  30008.00      0.00  41123.00      0.00      0.00      0.00      0.00
02:20:31 AM      0.00    336.00  34934.00      0.00  26093.00      0.00      0.00      0.00      0.00
02:20:32 AM      0.00    232.00  37036.00      0.00  36778.00      0.00      0.00      0.00      0.00
02:20:33 AM      0.00    248.00  32031.00      0.00  37041.00      0.00      0.00      0.00      0.00
02:20:34 AM      0.00    104.00  47918.00      0.00  59145.00      0.00      0.00      0.00      0.00
02:20:35 AM      0.00   1224.00  37168.00      0.00  64534.00      0.00      0.00      0.00      0.00
02:20:36 AM      0.00    264.00  36283.00      0.00  38630.00      0.00      0.00      0.00      0.00
02:20:37 AM      0.00    112.00  34136.00      0.00  52401.00      0.00      0.00      0.00      0.00
02:20:38 AM      0.00    636.00  42589.00      0.00  32248.00      0.00      0.00      0.00      0.00
02:20:39 AM      0.00   7236.00  42569.00      0.00  46470.00      0.00      0.00      0.00      0.00
02:20:40 AM      0.00   6276.00  33771.00      0.00  33681.00      0.00      0.00      0.00      0.00
02:20:41 AM      0.00    536.00  35109.00      0.00  46448.00      0.00      0.00      0.00      0.00
02:20:42 AM      0.00    164.00  42160.00      0.00  67143.00      0.00      0.00      0.00      0.00
02:20:43 AM      0.00     12.00  37232.00      0.00  22470.00      0.00      0.00      0.00      0.00
02:20:44 AM      0.00    508.00  45124.00      0.00  55156.00      0.00      0.00      0.00      0.00
02:20:45 AM      0.00   1332.00  37121.00      0.00  22371.00      0.00      0.00      0.00      0.00
02:20:46 AM      0.00    528.00  40673.00      0.00  67486.00      0.00      0.00      0.00      0.00
02:20:47 AM      0.00     76.00  36716.00      0.00  15412.00      0.00      0.00      0.00      0.00
02:20:48 AM      0.00     36.00  32689.00      0.00  45373.00      0.00      0.00      0.00      0.00
02:20:49 AM      0.00    856.00  42645.00      0.00  52485.00      0.00      0.00      0.00      0.00
02:20:50 AM      0.00   1332.00  33115.00      0.00  34179.00      0.00      0.00      0.00      0.00
02:20:51 AM      0.00    592.00  42390.00      0.00  46834.00      0.00      0.00      0.00      0.00
02:20:52 AM      0.00     68.00  35168.00      0.00  22684.00      0.00      0.00      0.00      0.00
02:20:53 AM      0.00    108.00  36844.00      0.00  76848.00      0.00      0.00      0.00      0.00
02:20:54 AM      0.00    324.00  34126.00      0.00  31985.00      0.00      0.00      0.00      0.00
02:20:55 AM      0.00     60.00  32135.00      0.00  33795.00      0.00      0.00      0.00      0.00
02:20:56 AM      0.00   1512.00  35922.00      0.00  19249.00      0.00      0.00      0.00      0.00
02:20:57 AM      0.00    244.00  53676.00      0.00  62336.00      0.00      0.00      0.00      0.00
02:20:58 AM      0.00    256.00  28818.00      0.00  21780.00      0.00      0.00      0.00      0.00
02:20:59 AM      0.00    652.00  54662.00      0.00  76421.00      0.00      0.00      0.00      0.00
02:21:00 AM      0.00     39.60  43745.54      0.00  57383.17      0.00      0.00      0.00      0.00
02:21:01 AM      0.00   1856.00  50370.00      0.00  37017.00      0.00      0.00      0.00      0.00
02:21:02 AM      0.00    376.00  42817.00      0.00  40128.00      0.00      0.00      0.00      0.00
02:21:03 AM      0.00    100.00  35605.00      0.00  39485.00      0.00      0.00      0.00      0.00
02:21:04 AM      0.00    452.00  32822.00      0.00  51165.00      0.00      0.00      0.00      0.00
02:21:05 AM      0.00    152.00  42877.00      0.00  45466.00      0.00      0.00      0.00      0.00
02:21:06 AM      0.00    180.00  30808.00      0.00  35477.00      0.00      0.00      0.00      0.00
02:21:07 AM      0.00    244.00  41936.00      0.00  69283.00      0.00      0.00      0.00      0.00
02:21:08 AM      0.00    600.00  35684.00      0.00  35165.00      0.00      0.00      0.00      0.00
02:21:09 AM      0.00  18584.00  36568.00      0.00  64618.00      0.00      0.00      0.00      0.00
02:21:10 AM      0.00    528.00  39415.00      0.00  29996.00      0.00      0.00      0.00      0.00
02:21:11 AM      0.00     24.00  29249.00      0.00  53069.00      0.00      0.00      0.00      0.00
02:21:12 AM      0.00    592.00  40404.00      0.00  27420.00      0.00      0.00      0.00      0.00
02:21:13 AM      0.00     24.00  30986.00      0.00  45025.00      0.00      0.00      0.00      0.00
02:21:14 AM      0.00    496.00  44379.00      0.00  55784.00      0.00      0.00      0.00      0.00
02:21:15 AM      0.00    248.00  35097.00      0.00  69926.00      0.00      0.00      0.00      0.00
02:21:16 AM      0.00     48.00  33617.00      0.00  34104.00      0.00      0.00      0.00      0.00
02:21:17 AM      0.00    408.00  39932.00      0.00  50369.00      0.00      0.00      0.00      0.00
02:21:18 AM      0.00     24.00  32685.00      0.00  19680.00      0.00      0.00      0.00      0.00
02:21:19 AM      0.00   2060.00  36041.00      0.00  57650.00      0.00      0.00      0.00      0.00
02:21:20 AM      0.00    608.00  38375.00      0.00  40417.00      0.00      0.00      0.00      0.00
02:21:21 AM      0.00    452.00  38595.00      0.00  70572.00      0.00      0.00      0.00      0.00
02:21:22 AM      0.00    112.00  32651.00      0.00  23544.00      0.00      0.00      0.00      0.00
02:21:23 AM      0.00     36.00  34742.00      0.00  53008.00      0.00      0.00      0.00      0.00
02:21:24 AM      0.00   1864.00  35409.00      0.00  40884.00      0.00      0.00      0.00      0.00
02:21:25 AM      0.00    648.00  44715.00      0.00  65206.00      0.00      0.00      0.00      0.00
02:21:26 AM      0.00    636.00  34596.00      0.00  28724.00      0.00      0.00      0.00      0.00
02:21:27 AM      0.00    432.00  34646.00      0.00  38823.00      0.00      0.00      0.00      0.00
02:21:28 AM      0.00    868.00  72959.00      0.00  56633.00      0.00      0.00      0.00      0.00
02:21:29 AM      0.00   1916.00  33232.00      0.00  54997.00      0.00      0.00      0.00      0.00
02:21:30 AM      0.00   1092.00  51323.00      0.00  74108.00      0.00      0.00      0.00      0.00
02:21:31 AM      0.00     44.00  32516.00      0.00  49285.00      0.00      0.00      0.00      0.00
02:21:32 AM      0.00     84.00  31542.00      0.00  50419.00      0.00      0.00      0.00      0.00
02:21:33 AM      0.00    372.00  34044.00      0.00  25102.00      0.00      0.00      0.00      0.00
02:21:34 AM      0.00    284.00  30977.00      0.00  51063.00      0.00      0.00      0.00      0.00
02:21:35 AM      0.00   1172.00  34096.00      0.00  33631.00      0.00      0.00      0.00      0.00
02:21:36 AM      0.00    208.00  36676.00      0.00  42355.00      0.00      0.00      0.00      0.00
02:21:37 AM      0.00    132.00  32344.00      0.00  26925.00      0.00      0.00      0.00      0.00
02:21:38 AM      0.00    508.00  40279.00      0.00  75746.00      0.00      0.00      0.00      0.00
02:21:39 AM      0.00   6628.00  33291.00      0.00  24666.00      0.00      0.00      0.00      0.00
